,Tên xe,Năm SX,Kiểu dáng,Tình trạng,Xuất xứ,Tỉnh thành,Km đã đi,Quận huyện,Hộp số,Nhiên liệu
94,"

                Ford Ranger  2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Diesel
95,"

                Mazda 3 1.5L Sedan 2018
            
",Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 42.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
96,"

                Ford EcoSport Titanium 1.5L AT 2018
            
",Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 60.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
97,"

                Lexus ES 250 f sport 2023
            
",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
98,"

                Lexus RX 350 Premium  2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
99,"

                Hyundai Grand i10 1.2 AT 2019
            
",Năm SX 2019,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 32.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
100,"

                Chevrolet Colorado LTZ 2.8 AT 4x4 2018
            
",Năm SX 2018,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 50.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Diesel
101,"

                Hyundai Santa Fe 2.2 Dầu Cao cấp 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Thủ Đức
",Hộp số Số tự động,Nhiên liệu Diesel
102,"

                Ford Ranger Raptor 2.0L AT 4x4 2019
            
",Năm SX 2019,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 52.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Diesel
103,"

                Hyundai Santa Fe 2.2 Dầu Cao cấp 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Thủ Đức
",Hộp số Số tự động,Nhiên liệu Diesel
104,"

                Ford Ranger Raptor 2.0L AT 4x4 2021
            
",Năm SX 2021,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 40.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Diesel
105,"

                Hyundai Santa Fe 2.2L AT 4WD 2018
            
",Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 80.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
106,"

                Toyota Vios 1.5G AT 2020
            
",Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 50.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
107,"

                Hyundai Santa Fe Sport 2.4 AT AWD 2015
            
",Năm SX 2015,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 80.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
108,"

                Mazda CX-8 Premium 2WD 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 28.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
109,"

                Lexus LS 400 1990
            
",Năm SX 1990,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 100.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
110,"

                Kia Cerato 1.6 AT 2016
            
",Năm SX 2016,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 51.879 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
111,"

                Mazda CX-5 2.0 Luxury 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 34.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
112,"

                Peugeot 2008 GT Line 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 8.000 km,"
Quận huyện
Quận 10
",Hộp số Số tự động,Nhiên liệu Xăng
113,"

                Ford F 150 Harley Davidson 2018
            
",Năm SX 2018,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 22.000 km,"
Quận huyện
Ba Đình
",Hộp số Số tự động,Nhiên liệu Xăng
114,"

                Lincoln Navigator Black Label L 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 16.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tự động,Nhiên liệu Xăng
115,"

                VinFast VF8 Eco 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Điện
116,"

                Hyundai Accent 1.4 MT 2019
            
",Năm SX 2019,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 60.000 km,"
Quận huyện
Thanh Xuân
",Hộp số Số tay,Nhiên liệu Xăng
117,"

                Hyundai Santa Fe 2.2 Dầu Cao cấp 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Thủ Đức
",Hộp số Số tự động,Nhiên liệu Diesel
118,"

                Hyundai Accent 1.4 AT 2023
            
",Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Thủ Đức
",Hộp số Số tự động,Nhiên liệu Xăng
119,"

                Hyundai Tucson 2.0 Đặc biệt 2016
            
",Năm SX 2016,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 48.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
120,"  Hyundai Tucson 2.0 Đặc biệt 2016
             ",Năm SX 2016,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu, Tỉnh thành Hà Nội ,Km đã đi 48.000 km, Quận huyện Cầu Giấy ,Hộp số Số tự động,Nhiên liệu Xăng
121,"  Mazda 3 1.5L Sedan 2017
             ",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hà Nội ,Km đã đi 46.000 km, Quận huyện Cầu Giấy ,Hộp số Số tự động,Nhiên liệu Xăng
122,"

                Toyota Corolla Altis 1.8AT 2018
            
",Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hưng Yên
",Km đã đi 50.000 km,"
Quận huyện
Ân Thi
",Hộp số Số tự động,Nhiên liệu Xăng
123,"

                Mazda 3 1.5L Luxury 2021
            
",Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Dương
",Km đã đi 29.000 km,"
Quận huyện
Kinh Môn
",Hộp số Số tự động,Nhiên liệu Xăng
124,"

                Mitsubishi Xpander 1.5 AT  2019
            
",Năm SX 2019,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Vĩnh Phúc
",Km đã đi 50.000 km,"
Quận huyện
Bình Xuyên
",Hộp số Số tự động,Nhiên liệu Xăng
125,"

                Kia K3 1.6 Premium 2022
            
",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 19.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
126,"

                Porsche Macan  2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Ba Đình
",Hộp số Số tự động,Nhiên liệu Xăng
127,"

                Lexus RX 350 Premium  2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Ba Đình
",Hộp số Số tự động,Nhiên liệu Xăng
128,"

                Porsche Macan  2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 1.999 km,"
Quận huyện
Ba Đình
",Hộp số Số tự động,Nhiên liệu Xăng
129,"

                Porsche Macan 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Ba Đình
",Hộp số Số tự động,Nhiên liệu Xăng
130,"

                Mercedes-Benz S450L 2020
            
",Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 20.000 km,"
Quận huyện
Ba Đình
",Hộp số Số tự động,Nhiên liệu Xăng
131,"

                Toyota Innova 2.0G 2017
            
",Năm SX 2017,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 52.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
132,"

                Toyota Vios 1.5G AT 2019
            
",Năm SX 2019,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 70.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
133,"

                Honda CR-V 1.5 L 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 25.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
134,"

                Ford Ranger wildtrak 4x4 at 2023
            
",Năm SX 2023,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
135,"

                Toyota Raize 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
136,"

                Ford Ranger XLS 2.2 4x2 AT 2016
            
",Năm SX 2016,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 100.000 km,"
Quận huyện
Hoàng Mai
",Hộp số Số tự động,Nhiên liệu Diesel
137,"

                Honda Brio RS 2021
            
",Năm SX 2021,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 8.000 km,"
Quận huyện
Quận 10
",Hộp số Số tự động,Nhiên liệu Xăng
138,"

                Mazda 3 1.5L Luxury 2020
            
",Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 37.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
139,"

                Toyota Raize 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
140,"

                Honda CR-V 1.5 L 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 40.000 km,"
Quận huyện
Quận 10
",Hộp số Số tự động,Nhiên liệu Xăng
141,"

                Hyundai Santa Fe 2.2 Dầu Cao cấp 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 42.739 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Diesel
142,"

                Kia Seltos 1.4 Luxury 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 27.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
143,"

                Kia Morning Van 1.0 AT 2015
            
",Năm SX 2015,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 30.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
144,"

                Hyundai Tucson 2.0 Dầu đặc biệt 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 33.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Diesel
145,"

                Toyota Corolla Cross 1.8 HV 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Bình Định
",None,"
Quận huyện
Quy Nhơn
",Hộp số Số tự động,Nhiên liệu Hybrid
146,"

                Hyundai Tucson 2.0 Dầu đặc biệt 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 6.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
147,"

                Hyundai Grand i10 Sedan 1.2 AT 2022
            
",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 7.600 km,"
Quận huyện
Thủ Đức
",Hộp số Số tự động,Nhiên liệu Xăng
148,"

                Mazda 3 1.5L Sedan 2015
            
",Năm SX 2015,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 31.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
149,"

                Ford Ranger wildtrak 4x4 at 2020
            
",Năm SX 2020,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 40.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tự động,Nhiên liệu Diesel
150,"

                Mazda 2 1.5AT 2018
            
",Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Phú Thọ
",Km đã đi 25.000 km,"
Quận huyện
Đoan Hùng
",Hộp số Số tự động,Nhiên liệu Xăng
151,"

                Hyundai Kona 2.0 AT Đặc biệt 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 31.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
152,"

                Toyota Fortuner 2.7 V 4X4 AT 2017
            
",Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Bắc Ninh
",Km đã đi 70.000 km,"
Quận huyện
Thuận Thành
",Hộp số Số tự động,Nhiên liệu Xăng
153,"

                Hyundai Kona 2.0 AT Đặc biệt 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 38.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
154,"

                Toyota Land Cruiser Prado 2009
            
",Năm SX 2009,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 116.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
155,"

                Kia Sorento 2WD 2.2 DATH 2018
            
",Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 76.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Diesel
156,"

                Land Rover Discovery 2.0 SE 2017
            
",Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 3
",Hộp số Số tự động,Nhiên liệu Xăng
157,"

                Honda City 1.5 MT 2017
            
",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 76.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tay,Nhiên liệu Xăng
158,"

                Mazda CX-5  2017
            
",Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 76.000 km,"
Quận huyện
Nam Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
159,"

                Maserati Ghibli GrandSport 2020
            
",Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 1
",Hộp số Số tự động,Nhiên liệu Xăng
160,"

                Mercedes-Benz GLS 450 4MATIC 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Bình Tân
",Hộp số Số tự động,Nhiên liệu Xăng
161,"

                Mercedes-Benz GLC 250 4Matic 2018
            
",Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",Km đã đi 66.000 km,"
Quận huyện
Quận 7
",Hộp số Số tự động,Nhiên liệu Xăng
162,"

                Mazda 3 Sedan 1.5L Luxury 2022
            
",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 18.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
163,"

                Mazda 3 1.5L Sedan 2018
            
",Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 28.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
164,"

                Hyundai Elantra   2.0 AT 2020
            
",Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 25.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
165,"

                Peugeot 3008 GT 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Phú Nhuận
",Hộp số Số tự động,Nhiên liệu Xăng
166,"

                Peugeot 5008 GT 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Phú Nhuận
",Hộp số Số tự động,Nhiên liệu Xăng
167,"

                Maserati Levante  2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Tân Bình
",Hộp số Số tự động,Nhiên liệu Xăng
